product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
toys,350.0,16.0,16.0,28.0
toys,25600.0,65.0,72.0,35.0
toys,2400.0,42.0,25.0,15.0
furniture_decor,850.0,69.0,11.0,11.0
toys,350.0,16.0,16.0,16.0
toys,350.0,30.0,10.0,25.0
cool_stuff,550.0,17.0,7.0,23.0
toys,300.0,17.0,4.0,12.0
bed_bath_table,1500.0,49.0,7.0,40.0
toys,8800.0,45.0,25.0,45.0
bed_bath_table,1300.0,20.0,16.0,20.0
health_beauty,150.0,22.0,3.0,15.0
bed_bath_table,2700.0,42.0,16.0,36.0
toys,575.0,26.0,15.0,18.0
toys,2150.0,21.0,34.0,34.0
toys,1625.0,29.0,21.0,21.0
furniture_decor,10000.0,100.0,55.0,11.0
toys,150.0,22.0,12.0,14.0
toys,468.0,23.0,18.0,19.0
toys,375.0,18.0,8.0,13.0
bed_bath_table,3875.0,46.0,12.0,43.0
cool_stuff,1600.0,42.0,25.0,15.0
health_beauty,200.0,25.0,10.0,20.0
toys,150.0,19.0,4.0,11.0
toys,250.0,16.0,22.0,11.0
toys,3000.0,69.0,11.0,11.0
toys,321.0,19.0,14.0,13.0
toys,5600.0,35.0,35.0,35.0
computers_accessories,200.0,21.0,14.0,15.0
toys,850.0,20.0,25.0,20.0
toys,820.0,18.0,12.0,16.0
toys,1825.0,53.0,10.0,40.0
toys,2350.0,20.0,20.0,20.0
bed_bath_table,1050.0,35.0,10.0,45.0
toys,3000.0,30.0,10.0,30.0
air_conditioning,250.0,22.0,11.0,16.0
toys,2400.0,31.0,7.0,22.0
toys,1300.0,19.0,32.0,13.0
toys,1250.0,30.0,30.0,35.0
toys,1000.0,53.0,8.0,18.0
toys,7625.0,61.0,14.0,61.0
toys,300.0,16.0,2.0,20.0
toys,2425.0,29.0,30.0,19.0
computers_accessories,6550.0,20.0,20.0,20.0
toys,169.0,16.0,10.0,12.0
toys,200.0,16.0,16.0,16.0
toys,800.0,16.0,10.0,16.0
garden_tools,1650.0,30.0,22.0,30.0
toys,1400.0,20.0,30.0,20.0
toys,4450.0,39.0,30.0,29.0
toys,1550.0,30.0,22.0,30.0
toys,400.0,30.0,10.0,17.0
toys,1000.0,30.0,8.0,26.0
toys,400.0,30.0,20.0,20.0
toys,600.0,65.0,2.0,13.0
garden_tools,1800.0,37.0,22.0,40.0
toys,1750.0,32.0,30.0,30.0
toys,300.0,24.0,20.0,21.0
toys,250.0,16.0,2.0,20.0
toys,975.0,23.0,25.0,23.0
health_beauty,675.0,31.0,21.0,21.0
toys,150.0,21.0,9.0,14.0
stationery,1475.0,40.0,33.0,24.0
office_furniture,650.0,40.0,11.0,11.0
toys,100.0,16.0,11.0,11.0
furniture_decor,900.0,30.0,4.0,20.0
toys,620.0,23.0,15.0,17.0
toys,675.0,28.0,15.0,15.0
toys,1300.0,50.0,9.0,41.0
toys,3008.0,32.0,45.0,32.0
toys,2500.0,26.0,19.0,26.0
toys,6600.0,30.0,30.0,30.0
toys,230.0,19.0,7.0,13.0
fashion_bags_accessories,300.0,16.0,2.0,11.0
baby,4950.0,40.0,10.0,40.0
computers_accessories,175.0,16.0,12.0,14.0
toys,1675.0,25.0,15.0,20.0
toys,750.0,20.0,35.0,20.0
toys,10150.0,40.0,30.0,40.0
toys,6350.0,48.0,24.0,33.0
toys,1500.0,40.0,25.0,20.0
toys,12783.0,36.0,52.0,31.0
toys,5550.0,16.0,10.0,11.0
toys,300.0,39.0,9.0,20.0
sports_leisure,2500.0,80.0,12.0,22.0
toys,250.0,16.0,12.0,14.0
toys,9900.0,30.0,39.0,38.0
toys,1850.0,90.0,12.0,12.0
toys,390.0,19.0,12.0,17.0
toys,1550.0,61.0,31.0,21.0
furniture_decor,600.0,30.0,4.0,20.0
furniture_decor,2850.0,40.0,5.0,44.0
toys,1600.0,30.0,30.0,35.0
toys,800.0,42.0,36.0,25.0
health_beauty,100.0,20.0,15.0,15.0
toys,2150.0,30.0,5.0,20.0
bed_bath_table,2500.0,43.0,8.0,33.0
toys,10700.0,93.0,63.0,11.0
toys,650.0,40.0,4.0,30.0
toys,600.0,20.0,13.0,20.0
toys,6750.0,59.0,17.0,37.0
toys,1550.0,30.0,22.0,30.0
toys,30000.0,105.0,70.0,20.0
baby,300.0,68.0,7.0,13.0
toys,600.0,20.0,20.0,20.0
toys,550.0,20.0,35.0,20.0
toys,250.0,30.0,4.0,40.0
toys,12950.0,40.0,30.0,40.0
toys,155.0,17.0,10.0,14.0
toys,1110.0,19.0,11.0,18.0
housewares,350.0,20.0,30.0,30.0
toys,12667.0,39.0,38.0,35.0
toys,5200.0,37.0,20.0,34.0
toys,9750.0,35.0,12.0,30.0
toys,950.0,45.0,15.0,35.0
toys,1350.0,30.0,20.0,20.0
sports_leisure,225.0,18.0,15.0,16.0
toys,1250.0,60.0,12.0,12.0
health_beauty,100.0,20.0,15.0,15.0
toys,2350.0,20.0,20.0,20.0
toys,1300.0,50.0,9.0,41.0
toys,1400.0,20.0,30.0,20.0
toys,1000.0,20.0,31.0,30.0
toys,450.0,20.0,30.0,20.0
toys,250.0,16.0,2.0,20.0
bed_bath_table,1250.0,19.0,17.0,22.0
toys,1625.0,41.0,30.0,33.0
dvds_blu_ray,200.0,20.0,2.0,14.0
perfumery,200.0,20.0,5.0,13.0
industry_commerce_and_business,7225.0,16.0,103.0,25.0
health_beauty,200.0,22.0,10.0,18.0
garden_tools,1000.0,24.0,13.0,18.0
toys,200.0,26.0,3.0,21.0
musical_instruments,3250.0,66.0,17.0,36.0
toys,1300.0,30.0,30.0,30.0
toys,1850.0,36.0,37.0,16.0
toys,450.0,20.0,20.0,20.0
toys,400.0,20.0,12.0,15.0
furniture_decor,7700.0,22.0,19.0,22.0
health_beauty,879.0,31.0,15.0,24.0
toys,400.0,20.0,16.0,19.0
toys,4475.0,44.0,24.0,31.0
toys,2584.0,68.0,17.0,49.0
telephony,300.0,20.0,20.0,13.0
toys,325.0,21.0,7.0,16.0
electronics,200.0,30.0,10.0,20.0
toys,550.0,32.0,11.0,22.0
toys,1582.0,31.0,31.0,35.0
housewares,350.0,22.0,8.0,19.0
toys,1250.0,19.0,17.0,23.0
toys,7417.0,102.0,46.0,11.0
toys,6400.0,63.0,11.0,63.0
toys,700.0,44.0,12.0,22.0
toys,1200.0,42.0,25.0,15.0
toys,400.0,18.0,12.0,14.0
toys,2000.0,43.0,30.0,32.0
toys,450.0,16.0,20.0,16.0
stationery,700.0,19.0,44.0,31.0
toys,4025.0,40.0,15.0,23.0
stationery,2283.0,27.0,35.0,35.0
toys,5200.0,45.0,54.0,15.0
bed_bath_table,10950.0,51.0,23.0,51.0
baby,600.0,20.0,13.0,13.0
toys,850.0,16.0,11.0,37.0
pet_shop,150.0,25.0,10.0,15.0
toys,200.0,24.0,26.0,11.0
stationery,1900.0,49.0,12.0,36.0
bed_bath_table,750.0,40.0,4.0,30.0
construction_tools_safety,314.0,20.0,19.0,18.0
toys,3550.0,16.0,30.0,15.0
computers_accessories,200.0,41.0,2.0,29.0
toys,525.0,14.0,15.0,19.0
sports_leisure,517.0,27.0,17.0,26.0
toys,250.0,16.0,2.0,11.0
health_beauty,300.0,19.0,17.0,15.0
toys,250.0,16.0,2.0,20.0
toys,3100.0,43.0,35.0,35.0
toys,150.0,20.0,10.0,11.0
toys,517.0,39.0,11.0,13.0
toys,400.0,35.0,11.0,20.0
housewares,3700.0,20.0,20.0,20.0
toys,7225.0,61.0,13.0,61.0
fashion_bags_accessories,200.0,24.0,9.0,16.0
toys,200.0,20.0,2.0,15.0
toys,350.0,40.0,4.0,30.0
toys,1300.0,32.0,12.0,32.0
toys,2450.0,64.0,6.0,55.0
toys,350.0,16.0,11.0,11.0
toys,473.0,19.0,12.0,21.0
toys,350.0,19.0,12.0,13.0
toys,1850.0,36.0,37.0,16.0
health_beauty,1200.0,21.0,13.0,19.0
toys,10075.0,55.0,64.0,26.0
toys,248.0,32.0,21.0,23.0
toys,1000.0,29.0,29.0,19.0
toys,500.0,24.0,20.0,20.0
toys,1550.0,20.0,4.0,20.0
,400.0,16.0,15.0,11.0
sports_leisure,400.0,18.0,12.0,16.0
toys,100.0,17.0,7.0,12.0
pet_shop,200.0,16.0,7.0,11.0
toys,1700.0,65.0,6.0,50.0
toys,5000.0,46.0,36.0,36.0
toys,800.0,30.0,3.0,24.0
toys,533.0,22.0,11.0,20.0
toys,1600.0,55.0,7.0,38.0
toys,5350.0,30.0,30.0,30.0
toys,156.0,18.0,12.0,15.0
health_beauty,975.0,19.0,12.0,15.0
toys,369.0,15.0,13.0,13.0
toys,150.0,16.0,5.0,11.0
health_beauty,400.0,24.0,24.0,16.0
toys,150.0,20.0,10.0,15.0
toys,800.0,18.0,10.0,17.0
health_beauty,200.0,22.0,10.0,18.0
toys,900.0,31.0,11.0,26.0
toys,1238.0,32.0,35.0,17.0
toys,427.0,15.0,17.0,14.0
toys,7650.0,30.0,50.0,40.0
toys,200.0,16.0,2.0,11.0
toys,1050.0,36.0,24.0,22.0
cool_stuff,850.0,22.0,22.0,22.0
toys,2750.0,32.0,3.0,26.0
toys,650.0,19.0,19.0,19.0
toys,150.0,25.0,15.0,15.0
toys,1750.0,37.0,22.0,40.0
toys,1200.0,24.0,11.0,15.0
toys,27000.0,105.0,18.0,35.0
toys,300.0,16.0,5.0,15.0
toys,250.0,19.0,3.0,14.0
toys,600.0,17.0,17.0,17.0
toys,100.0,16.0,8.0,12.0
office_furniture,13350.0,57.0,56.0,22.0
industry_commerce_and_business,850.0,30.0,10.0,15.0
toys,1400.0,34.0,16.0,23.0
toys,100.0,16.0,5.0,11.0
toys,1500.0,30.0,22.0,30.0
toys,1813.0,67.0,12.0,47.0
toys,1450.0,21.0,50.0,21.0
furniture_decor,700.0,60.0,11.0,20.0
toys,371.0,17.0,17.0,12.0
housewares,1050.0,26.0,26.0,26.0
toys,675.0,23.0,15.0,14.0
toys,200.0,16.0,16.0,11.0
toys,1025.0,23.0,18.0,20.0
perfumery,567.0,23.0,15.0,16.0
bed_bath_table,835.0,40.0,9.0,33.0
toys,1850.0,28.0,35.0,15.0
toys,1250.0,35.0,7.0,48.0
perfumery,400.0,27.0,10.0,15.0
toys,1850.0,37.0,22.0,40.0
toys,400.0,25.0,11.0,14.0
toys,300.0,17.0,4.0,12.0
toys,4338.0,17.0,12.0,14.0
toys,4750.0,102.0,10.0,22.0
toys,1450.0,37.0,9.0,30.0
toys,1900.0,27.0,9.0,18.0
consoles_games,400.0,18.0,7.0,14.0
telephony,200.0,18.0,3.0,16.0
health_beauty,100.0,20.0,15.0,15.0
toys,250.0,16.0,10.0,16.0
toys,300.0,27.0,9.0,20.0
toys,300.0,21.0,12.0,12.0
bed_bath_table,1600.0,40.0,4.0,28.0
toys,5700.0,34.0,29.0,34.0
furniture_decor,600.0,25.0,25.0,25.0
toys,10225.0,19.0,11.0,11.0
toys,250.0,19.0,14.0,19.0
toys,150.0,22.0,13.0,17.0
toys,150.0,18.0,9.0,11.0
auto,1400.0,30.0,30.0,30.0
toys,400.0,18.0,14.0,12.0
toys,1850.0,37.0,22.0,40.0
garden_tools,8875.0,40.0,14.0,43.0
toys,300.0,20.0,10.0,15.0
health_beauty,100.0,20.0,15.0,15.0
toys,900.0,33.0,17.0,12.0
toys,887.0,30.0,22.0,20.0
toys,4900.0,69.0,19.0,41.0
toys,500.0,23.0,7.0,15.0
computers,13700.0,27.0,50.0,53.0
toys,1100.0,31.0,11.0,26.0
toys,1750.0,37.0,22.0,40.0
toys,550.0,20.0,10.0,15.0
toys,2750.0,50.0,50.0,16.0
toys,350.0,20.0,10.0,20.0
toys,2975.0,28.0,9.0,14.0
toys,350.0,16.0,13.0,11.0
watches_gifts,275.0,16.0,14.0,14.0
toys,1050.0,16.0,27.0,16.0
toys,396.0,18.0,11.0,14.0
toys,450.0,16.0,2.0,23.0
toys,1550.0,40.0,20.0,20.0
toys,1750.0,50.0,13.0,40.0
furniture_decor,11600.0,45.0,35.0,45.0
toys,22350.0,32.0,74.0,53.0
toys,550.0,27.0,15.0,20.0
cool_stuff,300.0,25.0,10.0,20.0
toys,7350.0,105.0,10.0,40.0
toys,2950.0,20.0,20.0,20.0
health_beauty,440.0,19.0,15.0,14.0
watches_gifts,440.0,18.0,14.0,17.0
toys,200.0,16.0,15.0,15.0
watches_gifts,275.0,16.0,14.0,14.0
toys,1800.0,35.0,13.0,31.0
toys,500.0,25.0,14.0,22.0
toys,2150.0,45.0,15.0,35.0
toys,350.0,40.0,4.0,30.0
toys,1233.0,32.0,15.0,29.0
toys,420.0,22.0,16.0,16.0
sports_leisure,900.0,16.0,23.0,16.0
toys,1250.0,26.0,6.0,26.0
toys,2350.0,16.0,35.0,16.0
toys,1400.0,41.0,13.0,20.0
toys,160.0,18.0,8.0,13.0
toys,150.0,17.0,8.0,14.0
toys,1250.0,49.0,10.0,34.0
toys,2100.0,34.0,39.0,51.0
toys,5550.0,36.0,51.0,18.0
toys,400.0,18.0,11.0,20.0
furniture_decor,650.0,20.0,35.0,20.0
toys,140.0,19.0,12.0,14.0
toys,200.0,16.0,16.0,11.0
toys,8150.0,45.0,24.0,39.0
toys,150.0,16.0,3.0,13.0
housewares,750.0,35.0,15.0,35.0
toys,1582.0,31.0,31.0,35.0
toys,350.0,35.0,4.0,26.0
cool_stuff,500.0,27.0,10.0,15.0
auto,3100.0,70.0,8.0,70.0
bed_bath_table,10150.0,50.0,30.0,30.0
toys,2600.0,16.0,31.0,39.0
toys,250.0,16.0,7.0,11.0
toys,2700.0,41.0,8.0,36.0
toys,600.0,26.0,8.0,22.0
toys,850.0,16.0,25.0,17.0
toys,300.0,16.0,2.0,20.0
toys,1400.0,46.0,2.0,36.0
toys,100.0,16.0,11.0,11.0
toys,2300.0,40.0,7.0,30.0
toys,1250.0,19.0,17.0,23.0
toys,1025.0,31.0,20.0,20.0
toys,175.0,23.0,21.0,21.0
toys,1071.0,17.0,21.0,15.0
toys,8350.0,50.0,27.0,38.0
toys,250.0,16.0,2.0,11.0
toys,600.0,21.0,21.0,16.0
toys,850.0,18.0,22.0,22.0
toys,2500.0,33.0,7.0,39.0
toys,50.0,40.0,2.0,24.0
auto,3750.0,40.0,15.0,15.0
toys,450.0,19.0,27.0,27.0
toys,200.0,19.0,9.0,12.0
sports_leisure,150.0,16.0,16.0,11.0
toys,1625.0,41.0,30.0,33.0
toys,200.0,16.0,16.0,13.0
toys,500.0,23.0,8.0,15.0
toys,2200.0,48.0,25.0,25.0
bed_bath_table,1500.0,20.0,30.0,30.0
garden_tools,133.0,18.0,8.0,12.0
toys,1700.0,65.0,6.0,50.0
toys,200.0,32.0,10.0,25.0
toys,875.0,25.0,18.0,40.0
toys,1000.0,20.0,35.0,20.0
health_beauty,700.0,25.0,12.0,19.0
toys,300.0,68.0,8.0,13.0
toys,1100.0,17.0,39.0,32.0
toys,1500.0,30.0,22.0,30.0
health_beauty,100.0,20.0,15.0,15.0
toys,9000.0,42.0,12.0,39.0
bed_bath_table,1650.0,31.0,9.0,31.0
toys,250.0,16.0,11.0,11.0
health_beauty,1067.0,22.0,19.0,19.0
perfumery,150.0,22.0,7.0,16.0
toys,800.0,18.0,22.0,18.0
toys,250.0,16.0,3.0,11.0
toys,600.0,60.0,60.0,15.0
toys,600.0,16.0,10.0,16.0
toys,300.0,25.0,11.0,16.0
toys,1644.0,16.0,19.0,16.0
toys,300.0,25.0,15.0,25.0
bed_bath_table,3305.0,65.0,12.0,45.0
furniture_decor,2500.0,40.0,10.0,30.0
toys,100.0,80.0,10.0,60.0
toys,292.0,18.0,10.0,15.0
toys,560.0,19.0,13.0,17.0
toys,300.0,16.0,16.0,16.0
toys,500.0,35.0,8.0,35.0
toys,1200.0,42.0,25.0,15.0
sports_leisure,150.0,16.0,16.0,11.0
toys,2400.0,20.0,20.0,20.0
toys,600.0,20.0,28.0,12.0
toys,1750.0,37.0,22.0,40.0
toys,700.0,46.0,10.0,32.0
electronics,1836.0,61.0,6.0,24.0
toys,12300.0,40.0,40.0,40.0
toys,1150.0,45.0,15.0,35.0
toys,2900.0,40.0,8.0,40.0
toys,500.0,25.0,9.0,18.0
toys,200.0,18.0,2.0,11.0
toys,1350.0,43.0,18.0,18.0
cool_stuff,797.0,17.0,16.0,14.0
toys,200.0,25.0,5.0,15.0
toys,350.0,36.0,6.0,22.0
toys,650.0,16.0,10.0,16.0
toys,150.0,17.0,8.0,14.0
cool_stuff,7100.0,36.0,47.0,32.0
cool_stuff,5200.0,63.0,2.0,79.0
health_beauty,1600.0,18.0,8.0,20.0
toys,16250.0,18.0,53.0,39.0
toys,1038.0,41.0,22.0,28.0
toys,5950.0,20.0,20.0,20.0
toys,1383.0,50.0,10.0,40.0
toys,200.0,19.0,4.0,11.0
health_beauty,200.0,19.0,11.0,23.0
toys,7050.0,50.0,21.0,21.0
toys,500.0,16.0,12.0,22.0
toys,1300.0,31.0,6.0,33.0
pet_shop,1150.0,21.0,17.0,30.0
electronics,175.0,22.0,11.0,16.0
toys,800.0,30.0,20.0,20.0
toys,2425.0,29.0,30.0,19.0
housewares,375.0,16.0,10.0,18.0
electronics,150.0,24.0,12.0,18.0
toys,2050.0,40.0,10.0,32.0
toys,2900.0,22.0,28.0,42.0
toys,1600.0,25.0,25.0,25.0
toys,3200.0,22.0,15.0,20.0
toys,1300.0,47.0,10.0,31.0
toys,350.0,16.0,16.0,28.0
toys,150.0,17.0,8.0,14.0
toys,700.0,20.0,50.0,18.0
toys,567.0,53.0,4.0,40.0
toys,150.0,19.0,7.0,12.0
toys,3850.0,52.0,7.0,55.0
cool_stuff,50.0,40.0,30.0,50.0
computers_accessories,200.0,17.0,13.0,13.0
toys,600.0,28.0,11.0,26.0
toys,13867.0,101.0,8.0,57.0
toys,1938.0,48.0,11.0,41.0
home_appliances,1200.0,35.0,20.0,30.0
toys,1900.0,35.0,45.0,35.0
toys,300.0,16.0,12.0,20.0
toys,400.0,26.0,18.0,23.0
toys,1750.0,37.0,22.0,40.0
bed_bath_table,13350.0,20.0,20.0,20.0
toys,400.0,16.0,4.0,16.0
toys,950.0,35.0,25.0,20.0
toys,700.0,60.0,11.0,20.0
toys,600.0,22.0,16.0,16.0
toys,600.0,55.0,10.0,50.0
electronics,590.0,34.0,18.0,24.0
toys,4267.0,46.0,39.0,22.0
toys,350.0,19.0,12.0,13.0
bed_bath_table,4200.0,53.0,20.0,34.0
toys,200.0,30.0,7.0,20.0
toys,350.0,20.0,10.0,15.0
toys,2600.0,50.0,30.0,32.0
toys,5950.0,40.0,20.0,40.0
toys,638.0,20.0,16.0,16.0
toys,2700.0,50.0,12.0,40.0
toys,150.0,20.0,20.0,20.0
toys,3000.0,30.0,30.0,20.0
pet_shop,700.0,36.0,12.0,30.0
toys,1500.0,42.0,25.0,15.0
toys,8350.0,50.0,27.0,38.0
health_beauty,150.0,60.0,11.0,16.0
toys,1000.0,24.0,25.0,21.0
toys,400.0,18.0,12.0,14.0
toys,950.0,40.0,20.0,12.0
watches_gifts,733.0,17.0,10.0,18.0
toys,1383.0,50.0,10.0,40.0
toys,500.0,19.0,11.0,20.0
toys,300.0,16.0,2.0,20.0
toys,250.0,16.0,2.0,11.0
toys,9000.0,42.0,12.0,39.0
toys,1100.0,37.0,12.0,22.0
toys,343.0,32.0,10.0,20.0
toys,75.0,16.0,10.0,11.0
toys,400.0,20.0,12.0,15.0
toys,150.0,21.0,20.0,11.0
toys,100.0,16.0,4.0,11.0
toys,4200.0,49.0,29.0,34.0
toys,250.0,18.0,18.0,18.0
toys,2600.0,47.0,21.0,41.0
furniture_decor,30000.0,61.0,70.0,65.0
toys,600.0,20.0,20.0,20.0
cool_stuff,1250.0,42.0,25.0,15.0
toys,100.0,20.0,15.0,15.0
toys,330.0,52.0,55.0,39.0
toys,3600.0,41.0,10.0,22.0
toys,700.0,35.0,7.0,27.0
toys,1450.0,45.0,15.0,35.0
toys,350.0,16.0,3.0,11.0
toys,700.0,16.0,26.0,11.0
toys,150.0,18.0,6.0,13.0
toys,200.0,16.0,11.0,11.0
toys,2150.0,35.0,9.0,33.0
agro_industry_and_commerce,250.0,17.0,3.0,10.0
toys,2500.0,25.0,23.0,25.0
toys,1091.0,20.0,29.0,24.0
sports_leisure,1100.0,17.0,4.0,11.0
bed_bath_table,600.0,70.0,10.0,40.0
toys,2600.0,50.0,10.0,30.0
toys,1500.0,50.0,15.0,20.0
toys,2050.0,40.0,10.0,32.0
toys,13300.0,23.0,59.0,23.0
toys,6730.0,34.0,28.0,29.0
toys,169.0,16.0,10.0,12.0
toys,7550.0,60.0,20.0,29.0
toys,6700.0,60.0,10.0,15.0
toys,650.0,45.0,15.0,25.0
toys,5600.0,80.0,10.0,25.0
baby,750.0,30.0,40.0,50.0
toys,200.0,28.0,11.0,14.0
toys,1500.0,30.0,22.0,30.0
toys,250.0,20.0,18.0,20.0
toys,150.0,17.0,4.0,14.0
furniture_decor,400.0,50.0,5.0,30.0
toys,300.0,21.0,3.0,29.0
auto,1400.0,19.0,26.0,16.0
toys,13388.0,54.0,47.0,28.0
toys,300.0,25.0,25.0,25.0
bed_bath_table,1000.0,16.0,16.0,16.0
toys,350.0,19.0,10.0,15.0
toys,2083.0,28.0,23.0,21.0
toys,3000.0,69.0,11.0,11.0
audio,167.0,16.0,4.0,11.0
toys,3200.0,31.0,43.0,21.0
toys,125.0,16.0,11.0,14.0
toys,5400.0,34.0,50.0,34.0
toys,9650.0,44.0,20.0,33.0
toys,150.0,23.0,7.0,12.0
watches_gifts,584.0,16.0,11.0,13.0
baby,500.0,23.0,23.0,23.0
toys,100.0,27.0,13.0,17.0
toys,340.0,20.0,20.0,20.0
furniture_decor,1300.0,40.0,6.0,32.0
toys,1050.0,40.0,10.0,35.0
toys,1100.0,19.0,22.0,19.0
toys,792.0,19.0,14.0,16.0
toys,450.0,16.0,4.0,20.0
toys,5417.0,47.0,44.0,44.0
toys,817.0,22.0,22.0,25.0
toys,1150.0,16.0,20.0,20.0
toys,950.0,16.0,25.0,20.0
toys,1125.0,25.0,15.0,18.0
toys,140.0,16.0,13.0,13.0
fashion_bags_accessories,100.0,16.0,5.0,16.0
watches_gifts,200.0,16.0,2.0,11.0
bed_bath_table,1650.0,46.0,3.0,34.0
toys,800.0,28.0,20.0,42.0
toys,500.0,65.0,8.0,13.0
toys,500.0,21.0,2.0,14.0
toys,475.0,17.0,18.0,16.0
toys,700.0,65.0,18.0,28.0
toys,1867.0,36.0,6.0,36.0
telephony,350.0,17.0,4.0,12.0
toys,1200.0,40.0,8.0,40.0
toys,375.0,21.0,11.0,17.0
construction_tools_construction,2700.0,24.0,7.0,24.0
toys,800.0,26.0,13.0,25.0
housewares,300.0,16.0,5.0,12.0
watches_gifts,167.0,21.0,13.0,16.0
computers_accessories,500.0,35.0,5.0,15.0
furniture_decor,1900.0,28.0,19.0,21.0
toys,1084.0,26.0,18.0,27.0
toys,1600.0,20.0,9.0,21.0
toys,187.0,12.0,7.0,8.0
health_beauty,1300.0,42.0,12.0,11.0
auto,100.0,24.0,2.0,17.0
toys,1808.0,24.0,31.0,25.0
toys,250.0,16.0,2.0,11.0
toys,300.0,16.0,2.0,20.0
toys,730.0,18.0,28.0,18.0
bed_bath_table,16000.0,45.0,15.0,25.0
office_furniture,2600.0,40.0,45.0,39.0
toys,850.0,25.0,18.0,40.0
toys,2200.0,16.0,32.0,11.0
toys,200.0,28.0,5.0,11.0
toys,9000.0,42.0,12.0,39.0
toys,200.0,20.0,7.0,20.0
toys,1550.0,30.0,22.0,30.0
toys,400.0,25.0,8.0,11.0
telephony,150.0,19.0,8.0,16.0
toys,1100.0,23.0,16.0,13.0
toys,1000.0,20.0,20.0,20.0
toys,2800.0,48.0,27.0,18.0
furniture_decor,1450.0,69.0,11.0,11.0
toys,3000.0,30.0,30.0,20.0
toys,100.0,16.0,16.0,16.0
toys,3250.0,35.0,55.0,25.0
toys,175.0,19.0,7.0,11.0
pet_shop,900.0,26.0,19.0,23.0
housewares,975.0,41.0,36.0,12.0
,2200.0,16.0,2.0,11.0
sports_leisure,1563.0,20.0,16.0,17.0
toys,125.0,25.0,14.0,18.0
toys,150.0,43.0,11.0,18.0
toys,526.0,22.0,15.0,17.0
toys,2300.0,35.0,13.0,13.0
toys,350.0,16.0,7.0,12.0
bed_bath_table,550.0,30.0,3.0,19.0
food_drink,475.0,20.0,16.0,13.0
toys,150.0,16.0,4.0,14.0
toys,133.0,16.0,7.0,13.0
toys,431.0,19.0,17.0,15.0
toys,825.0,32.0,14.0,16.0
toys,250.0,25.0,7.0,14.0
computers_accessories,6550.0,20.0,20.0,20.0
toys,2300.0,20.0,20.0,20.0
sports_leisure,150.0,16.0,16.0,11.0
toys,250.0,16.0,7.0,12.0
furniture_decor,650.0,20.0,35.0,20.0
toys,5400.0,40.0,30.0,40.0
furniture_decor,200.0,25.0,4.0,18.0
toys,887.0,30.0,22.0,20.0
toys,100.0,16.0,3.0,13.0
watches_gifts,530.0,18.0,9.0,13.0
toys,425.0,25.0,12.0,23.0
toys,200.0,16.0,6.0,11.0
toys,850.0,19.0,51.0,34.0
toys,1200.0,30.0,20.0,20.0
toys,250.0,16.0,6.0,11.0
toys,1110.0,19.0,11.0,18.0
toys,783.0,16.0,21.0,13.0
health_beauty,150.0,20.0,17.0,21.0
toys,1400.0,40.0,41.0,42.0
toys,2200.0,30.0,35.0,30.0
toys,250.0,16.0,16.0,11.0
computers_accessories,100.0,18.0,24.0,16.0
toys,1300.0,40.0,8.0,40.0
toys,250.0,16.0,2.0,11.0
toys,23250.0,23.0,50.0,84.0
computers_accessories,400.0,16.0,4.0,16.0
health_beauty,200.0,22.0,10.0,18.0
toys,350.0,16.0,16.0,11.0
toys,1150.0,20.0,20.0,20.0
computers_accessories,200.0,60.0,16.0,11.0
toys,117.0,18.0,4.0,11.0
toys,633.0,26.0,13.0,12.0
toys,1300.0,69.0,11.0,11.0
computers_accessories,207.0,19.0,11.0,14.0
toys,375.0,30.0,23.0,23.0
toys,150.0,25.0,3.0,14.0
toys,10850.0,58.0,20.0,58.0
toys,900.0,44.0,24.0,31.0
toys,6850.0,59.0,22.0,37.0
toys,1825.0,44.0,14.0,34.0
toys,1600.0,35.0,15.0,23.0
sports_leisure,12600.0,20.0,10.0,20.0
toys,350.0,16.0,2.0,20.0
toys,7550.0,35.0,35.0,35.0
toys,9000.0,42.0,12.0,39.0
telephony,83.0,19.0,4.0,11.0
garden_tools,1050.0,22.0,21.0,16.0
toys,5025.0,55.0,15.0,40.0
toys,8150.0,52.0,18.0,35.0
toys,6550.0,30.0,30.0,30.0
toys,600.0,16.0,10.0,12.0
cool_stuff,1400.0,42.0,25.0,15.0
fashion_bags_accessories,200.0,16.0,2.0,20.0
baby,10750.0,38.0,47.0,44.0
toys,100.0,17.0,10.0,15.0
toys,257.0,44.0,12.0,24.0
toys,150.0,16.0,4.0,16.0
toys,150.0,18.0,6.0,16.0
toys,4150.0,64.0,12.0,36.0
toys,150.0,30.0,10.0,20.0
bed_bath_table,835.0,40.0,9.0,33.0
toys,342.0,18.0,13.0,15.0
toys,1383.0,50.0,10.0,40.0
toys,480.0,18.0,17.0,19.0
toys,1400.0,16.0,16.0,53.0
housewares,5675.0,25.0,25.0,60.0
toys,175.0,16.0,5.0,11.0
toys,1650.0,30.0,30.0,15.0
furniture_decor,600.0,60.0,7.0,14.0
toys,1000.0,32.0,17.0,52.0
pet_shop,1350.0,23.0,7.0,30.0
toys,300.0,16.0,11.0,20.0
toys,350.0,16.0,16.0,16.0
toys,4825.0,51.0,16.0,36.0
toys,6200.0,55.0,14.0,47.0
toys,650.0,20.0,8.0,14.0
toys,125.0,17.0,17.0,17.0
bed_bath_table,1400.0,30.0,20.0,26.0
